code,label,level,type,severity,message
11.03.01,Crédito e Financiamento,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 20 palavras (recomendado: 30-100)
11.03.02,Formalização e Regularização,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
11.03.02,Formalização e Regularização,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
11.03.03,Empreendedorismo e Startups,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
11.03.03,Empreendedorismo e Startups,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
11.03.04,Capacitação para Pequenos Negócios,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
11.03.04,Capacitação para Pequenos Negócios,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
11.03.05,Redes de Apoio e Parcerias,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
11.03.05,Redes de Apoio e Parcerias,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
11.04,Cadeia Produtiva,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 47 palavras (recomendado: 50-150)
11.04.01,Logística e Distribuição,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
11.04.01,Logística e Distribuição,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
11.04.02,Fornecedores e Subcontratados,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
11.04.02,Fornecedores e Subcontratados,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
11.04.03,Gestão de Qualidade,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
11.04.03,Gestão de Qualidade,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
11.04.04,Sustentabilidade na Cadeia Produtiva,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
11.04.04,Sustentabilidade na Cadeia Produtiva,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
11.04.05,Processos de Produção,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
11.04.05,Processos de Produção,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
11.05,Integridade Empresarial,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 46 palavras (recomendado: 50-150)
11.05.01,Compliance e Ética,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
11.05.01,Compliance e Ética,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
11.05.02,Transparência Corporativa,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
11.05.02,Transparência Corporativa,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
11.05.03,Anticorrupção,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
11.05.03,Anticorrupção,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
11.05.04,Gestão de Riscos,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
11.05.04,Gestão de Riscos,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
11.05.05,Responsabilidade Social Empresarial,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
11.05.05,Responsabilidade Social Empresarial,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
12,Relações Internacionais e Diplomacia,L1,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
12,Relações Internacionais e Diplomacia,L1,below_recommended,BAIXO,Abaixo do recomendado para L1: 12 palavras (recomendado: 80-200)
12.01,Acordos Internacionais,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 48 palavras (recomendado: 50-150)
12.01.01,Acordos Comerciais,L3,too_short,ALTO,Descrição muito curta: 21 palavras (mínimo: 30)
12.01.01,Acordos Comerciais,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 21 palavras (recomendado: 30-100)
12.01.02,Acordos de Cooperação Técnica,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
12.01.02,Acordos de Cooperação Técnica,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
12.01.03,Acordos Ambientais,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
12.01.03,Acordos Ambientais,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
12.01.04,Acordos Culturais,L3,too_short,ALTO,Descrição muito curta: 20 palavras (mínimo: 30)
12.01.04,Acordos Culturais,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 20 palavras (recomendado: 30-100)
12.01.05,Acordos de Defesa e Segurança,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
12.01.05,Acordos de Defesa e Segurança,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
12.02,Cooperação Internacional,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 47 palavras (recomendado: 50-150)
12.02.01,Assistência Humanitária,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
12.02.01,Assistência Humanitária,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
12.02.02,Cooperação Técnica para o Desenvolvimento,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
12.02.02,Cooperação Técnica para o Desenvolvimento,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
12.02.03,Parcerias de Pesquisa e Educação,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
12.02.03,Parcerias de Pesquisa e Educação,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
12.02.04,Capacitação e Treinamento,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
12.02.04,Capacitação e Treinamento,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
12.02.05,Cooperação em Saúde Pública,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
12.02.05,Cooperação em Saúde Pública,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
12.03.01,Estratégia Geopolítica,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
12.03.01,Estratégia Geopolítica,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
12.03.02,Relações Bilaterais,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
12.03.02,Relações Bilaterais,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
12.03.03,Relações Multilaterais,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
12.03.03,Relações Multilaterais,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
12.03.04,Representações Diplomáticas,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
12.03.04,Representações Diplomáticas,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
12.03.05,Política Externa Econômica,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
12.03.05,Política Externa Econômica,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
12.04.01,Mercosul,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
12.04.01,Mercosul,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
12.04.02,Aliança para o Pacífico,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
12.04.02,Aliança para o Pacífico,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
12.04.03,Integração Energética,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
12.04.03,Integração Energética,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
12.04.04,Infraestrutura e Logística Regional,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
12.04.04,Infraestrutura e Logística Regional,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
12.04.05,Integração Cultural e Educacional,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
12.04.05,Integração Cultural e Educacional,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
12.05.01,Reuniões de Alto Nível,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
12.05.01,Reuniões de Alto Nível,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
12.05.02,Eventos de Promoção Comercial,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
12.05.02,Eventos de Promoção Comercial,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
13,Justiça e Direitos Humanos,L1,too_short,ALTO,Descrição muito curta: 21 palavras (mínimo: 30)
13,Justiça e Direitos Humanos,L1,below_recommended,BAIXO,Abaixo do recomendado para L1: 21 palavras (recomendado: 80-200)
13.01.01,Advocacia Pública,L3,too_short,ALTO,Descrição muito curta: 26 palavras (mínimo: 30)
13.01.01,Advocacia Pública,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 26 palavras (recomendado: 30-100)
13.01.02,Direitos do Consumidor,L3,too_short,ALTO,Descrição muito curta: 27 palavras (mínimo: 30)
13.01.02,Direitos do Consumidor,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 27 palavras (recomendado: 30-100)
13.01.03,Justiça e Lei,L3,too_short,ALTO,Descrição muito curta: 21 palavras (mínimo: 30)
13.01.03,Justiça e Lei,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 21 palavras (recomendado: 30-100)
13.01.04,Prevenção e Combate à Corrupção,L3,too_short,ALTO,Descrição muito curta: 21 palavras (mínimo: 30)
13.01.04,Prevenção e Combate à Corrupção,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 21 palavras (recomendado: 30-100)
13.02.01,Direitos das Crianças,L3,too_short,ALTO,Descrição muito curta: 23 palavras (mínimo: 30)
13.02.01,Direitos das Crianças,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 23 palavras (recomendado: 30-100)
13.02.02,Justiça Social,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
13.02.02,Justiça Social,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
13.02.03,Liberdade Religiosa,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
13.02.03,Liberdade Religiosa,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
13.02.04,Políticas Antidiscriminatórias,L3,too_short,ALTO,Descrição muito curta: 23 palavras (mínimo: 30)
13.02.04,Políticas Antidiscriminatórias,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 23 palavras (recomendado: 30-100)
13.02.05,Justiça Climática,L3,too_short,ALTO,Descrição muito curta: 23 palavras (mínimo: 30)
13.02.05,Justiça Climática,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 23 palavras (recomendado: 30-100)
13.03.01,Direitos das Crianças,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
13.03.01,Direitos das Crianças,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
13.03.02,Liberdade Religiosa,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
13.03.02,Liberdade Religiosa,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
14,Trabalho e Emprego,L1,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
14,Trabalho e Emprego,L1,below_recommended,BAIXO,Abaixo do recomendado para L1: 14 palavras (recomendado: 80-200)
14.01.01,Emprego e Renda,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
14.01.01,Emprego e Renda,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
14.01.02,Inserção no Mercado,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
14.01.02,Inserção no Mercado,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
14.01.03,Intermediação de Mão de Obra,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
14.01.03,Intermediação de Mão de Obra,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
14.01.04,Carreira Profissional,L3,too_short,ALTO,Descrição muito curta: 9 palavras (mínimo: 30)
14.01.04,Carreira Profissional,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 9 palavras (recomendado: 30-100)
14.01.05,Conferência Internacional do Trabalho,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
14.01.05,Conferência Internacional do Trabalho,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
14.02.01,Direitos Trabalhistas,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
14.02.01,Direitos Trabalhistas,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
14.02.02,Contratos de Trabalho,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
14.02.02,Contratos de Trabalho,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
14.02.03,Carteira de Trabalho Digital,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
14.02.03,Carteira de Trabalho Digital,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
14.02.04,Acordos e Convenções Coletivas,L3,too_short,ALTO,Descrição muito curta: 13 palavras (mínimo: 30)
14.02.04,Acordos e Convenções Coletivas,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 13 palavras (recomendado: 30-100)
14.02.05,Rescisão Contratual,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
14.02.05,Rescisão Contratual,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
14.03.01,Qualificação Profissional,L3,too_short,ALTO,Descrição muito curta: 13 palavras (mínimo: 30)
14.03.01,Qualificação Profissional,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 13 palavras (recomendado: 30-100)
14.03.02,Incentivos ao Emprego,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
14.03.02,Incentivos ao Emprego,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
14.03.03,Políticas Ativas de Emprego,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
14.03.03,Políticas Ativas de Emprego,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
14.03.04,Inclusão no Trabalho,L3,too_short,ALTO,Descrição muito curta: 13 palavras (mínimo: 30)
14.03.04,Inclusão no Trabalho,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 13 palavras (recomendado: 30-100)
14.03.05,Apoio ao Primeiro Emprego,L3,too_short,ALTO,Descrição muito curta: 13 palavras (mínimo: 30)
14.03.05,Apoio ao Primeiro Emprego,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 13 palavras (recomendado: 30-100)
14.04.01,Auditoria Fiscal do Trabalho,L3,too_short,ALTO,Descrição muito curta: 13 palavras (mínimo: 30)
14.04.01,Auditoria Fiscal do Trabalho,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 13 palavras (recomendado: 30-100)
14.04.02,Inspeção do Trabalho,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
14.04.02,Inspeção do Trabalho,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
14.04.03,Combate ao Trabalho Infantil,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
14.04.03,Combate ao Trabalho Infantil,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
14.04.04,Combate ao Trabalho Escravo,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
14.04.04,Combate ao Trabalho Escravo,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
14.04.05,Monitoramento de Condições de Trabalho,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
14.04.05,Monitoramento de Condições de Trabalho,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
14.05.01,Normas Regulamentadoras (NRs),L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
14.05.01,Normas Regulamentadoras (NRs),L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
14.05.02,Prevenção de Acidentes de Trabalho,L3,too_short,ALTO,Descrição muito curta: 10 palavras (mínimo: 30)
14.05.02,Prevenção de Acidentes de Trabalho,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 10 palavras (recomendado: 30-100)
14.05.03,Condições Ambientais de Trabalho,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
14.05.03,Condições Ambientais de Trabalho,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
14.05.04,Ergonomia no Trabalho,L3,too_short,ALTO,Descrição muito curta: 13 palavras (mínimo: 30)
14.05.04,Ergonomia no Trabalho,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 13 palavras (recomendado: 30-100)
14.05.05,Saúde Ocupacional,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
14.05.05,Saúde Ocupacional,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
15,Desenvolvimento Social,L1,too_short,ALTO,Descrição muito curta: 25 palavras (mínimo: 30)
15,Desenvolvimento Social,L1,below_recommended,BAIXO,Abaixo do recomendado para L1: 25 palavras (recomendado: 80-200)
15.01.01,Bolsa Família,L3,too_short,ALTO,Descrição muito curta: 26 palavras (mínimo: 30)
15.01.01,Bolsa Família,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 26 palavras (recomendado: 30-100)
15.01.02,Iniciativa Social,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
15.01.02,Iniciativa Social,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
15.01.03,Juventude no Campo,L3,too_short,ALTO,Descrição muito curta: 25 palavras (mínimo: 30)
15.01.03,Juventude no Campo,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 25 palavras (recomendado: 30-100)
15.01.04,Programas para a Juventude,L3,too_short,ALTO,Descrição muito curta: 23 palavras (mínimo: 30)
15.01.04,Programas para a Juventude,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 23 palavras (recomendado: 30-100)
15.01.05,Juventude Rural,L3,too_short,ALTO,Descrição muito curta: 25 palavras (mínimo: 30)
15.01.05,Juventude Rural,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 25 palavras (recomendado: 30-100)
15.01.06,Atenção ao Idoso,L3,too_short,ALTO,Descrição muito curta: 27 palavras (mínimo: 30)
15.01.06,Atenção ao Idoso,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 27 palavras (recomendado: 30-100)
15.02.01,Combate à Desigualdade,L3,too_short,ALTO,Descrição muito curta: 20 palavras (mínimo: 30)
15.02.01,Combate à Desigualdade,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 20 palavras (recomendado: 30-100)
15.02.02,Combate à Fome,L3,too_short,ALTO,Descrição muito curta: 23 palavras (mínimo: 30)
15.02.02,Combate à Fome,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 23 palavras (recomendado: 30-100)
15.02.03,Apoio Emergencial,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
15.02.03,Apoio Emergencial,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
15.02.04,Igualdade Social,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
15.02.04,Igualdade Social,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
15.03,Previdência Social,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 46 palavras (recomendado: 50-150)
15.03.01,Benefícios Previdenciários,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
15.03.01,Benefícios Previdenciários,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
15.03.02,Assistência à Aposentadoria,L3,too_short,ALTO,Descrição muito curta: 21 palavras (mínimo: 30)
15.03.02,Assistência à Aposentadoria,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 21 palavras (recomendado: 30-100)
16,Turismo,L1,too_short,ALTO,Descrição muito curta: 13 palavras (mínimo: 30)
16,Turismo,L1,below_recommended,BAIXO,Abaixo do recomendado para L1: 13 palavras (recomendado: 80-200)
16.01.01,Campanhas de Divulgação,L3,too_short,ALTO,Descrição muito curta: 23 palavras (mínimo: 30)
16.01.01,Campanhas de Divulgação,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 23 palavras (recomendado: 30-100)
16.01.02,Parcerias e Cooperação Internacional,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
16.01.02,Parcerias e Cooperação Internacional,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
16.01.03,Promoção de Destinos Nacionais,L3,too_short,ALTO,Descrição muito curta: 23 palavras (mínimo: 30)
16.01.03,Promoção de Destinos Nacionais,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 23 palavras (recomendado: 30-100)
16.01.04,Promoção de Destinos Regionais,L3,too_short,ALTO,Descrição muito curta: 21 palavras (mínimo: 30)
16.01.04,Promoção de Destinos Regionais,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 21 palavras (recomendado: 30-100)
16.02.01,Investimentos em Hospedagem,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
16.02.01,Investimentos em Hospedagem,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
16.02.02,Transporte e Acessibilidade,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
16.02.02,Transporte e Acessibilidade,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
16.02.03,Centros de Informação Turística,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
16.02.03,Centros de Informação Turística,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
16.02.04,Infraestrutura em Parques Naturais e Áreas de Lazer,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
16.02.04,Infraestrutura em Parques Naturais e Áreas de Lazer,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
16.03.01,Feiras e Exposições,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
16.03.01,Feiras e Exposições,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
16.03.02,Festivais e Celebrações Locais,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
16.03.02,Festivais e Celebrações Locais,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
16.03.03,Eventos Esportivos de Turismo,L3,too_short,ALTO,Descrição muito curta: 10 palavras (mínimo: 30)
16.03.03,Eventos Esportivos de Turismo,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 10 palavras (recomendado: 30-100)
16.03.04,Congressos e Conferências,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
16.03.04,Congressos e Conferências,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
16.04.01,Turismo Ecológico e de Natureza,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
16.04.01,Turismo Ecológico e de Natureza,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
16.04.02,Práticas Sustentáveis em Destinos Turísticos,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
16.04.02,Práticas Sustentáveis em Destinos Turísticos,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
16.04.03,Proteção de Patrimônio Cultural e Natural,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
16.04.03,Proteção de Patrimônio Cultural e Natural,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
16.05.01,Formação Profissional em Turismo,L3,too_short,ALTO,Descrição muito curta: 13 palavras (mínimo: 30)
16.05.01,Formação Profissional em Turismo,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 13 palavras (recomendado: 30-100)
16.05.02,Qualificação de Guias Turísticos,L3,too_short,ALTO,Descrição muito curta: 11 palavras (mínimo: 30)
16.05.02,Qualificação de Guias Turísticos,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 11 palavras (recomendado: 30-100)
16.05.03,Cursos de Atendimento ao Cliente,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
16.05.03,Cursos de Atendimento ao Cliente,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
16.05.04,Treinamentos para Hotéis e Restaurantes,L3,too_short,ALTO,Descrição muito curta: 11 palavras (mínimo: 30)
16.05.04,Treinamentos para Hotéis e Restaurantes,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 11 palavras (recomendado: 30-100)
16.05.05,Idiomas para Profissionais do Turismo,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
16.05.05,Idiomas para Profissionais do Turismo,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
17,Energia e Recursos Minerais,L1,too_short,ALTO,Descrição muito curta: 13 palavras (mínimo: 30)
17,Energia e Recursos Minerais,L1,below_recommended,BAIXO,Abaixo do recomendado para L1: 13 palavras (recomendado: 80-200)
17.01.01,Exploração de Petróleo,L3,too_short,ALTO,Descrição muito curta: 21 palavras (mínimo: 30)
17.01.01,Exploração de Petróleo,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 21 palavras (recomendado: 30-100)
17.01.02,Produção e Refino de Petróleo,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
17.01.02,Produção e Refino de Petróleo,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
17.01.03,Exploração de Gás Natural,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
